========================================================================================================================
VISIBLE CONTROLS: after_click
========================================================================================================================

seq=0006 | title='Bridge Tree View' | type='Pane' | class='Afx:ControlBar:ecf30000:8:10003:10' | auto_id='32941' | rect={'left': 2222, 'top': 207, 'right': 2422, 'bottom': 1492, 'width': 200, 'height': 1285} | visible=True | enabled=True | source='leap_descendant' | parent_type='Window' | parent_title='SchoppeeGirders2025.lbsx - LEAP Bridge Steel 2025'
seq=0016 | title='' | type='Pane' | class='Afx:Slider:ecf30000:8:10003:10' | auto_id='' | rect={'left': 2422, 'top': 207, 'right': 2426, 'bottom': 1492, 'width': 4, 'height': 1285} | visible=True | enabled=True | source='leap_descendant' | parent_type='Window' | parent_title='SchoppeeGirders2025.lbsx - LEAP Bridge Steel 2025'
seq=0017 | title='Bridge Properties' | type='Pane' | class='Afx:ControlBar:ecf30000:8:10003:10' | auto_id='32940' | rect={'left': 2426, 'top': 207, 'right': 2560, 'bottom': 1492, 'width': 134, 'height': 1285} | visible=True | enabled=True | source='leap_descendant' | parent_type='Window' | parent_title='SchoppeeGirders2025.lbsx - LEAP Bridge Steel 2025'
seq=0084 | title='' | type='Pane' | class='AfxFrameOrView140u' | auto_id='59648' | rect={'left': 205, 'top': 208, 'right': 2217, 'bottom': 1491, 'width': 2012, 'height': 1283} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0083 | title='' | type='Pane' | class='Afx:00007FF6ECF30000:0:0000000000000000:0000000000000006:0000000000000000' | auto_id='' | rect={'left': 206, 'top': 209, 'right': 2216, 'bottom': 1490, 'width': 2010, 'height': 1281} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0085 | title='' | type='Pane' | class='Afx:ToolBar:ecf30000:8:10003:10' | auto_id='9006' | rect={'left': 206, 'top': 209, 'right': 2216, 'bottom': 245, 'width': 2010, 'height': 36} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0094 | title='' | type='Pane' | class='Afx:ToolBar:ecf30000:8:10003:10' | auto_id='9018' | rect={'left': 206, 'top': 209, 'right': 2128, 'bottom': 245, 'width': 1922, 'height': 36} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0100 | title='' | type='Pane' | class='Afx:ToolBar:ecf30000:8:10003:10' | auto_id='9022' | rect={'left': 206, 'top': 209, 'right': 2128, 'bottom': 245, 'width': 1922, 'height': 36} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0102 | title='' | type='Pane' | class='Afx:ToolBar:ecf30000:8:10003:10' | auto_id='9020' | rect={'left': 206, 'top': 209, 'right': 2128, 'bottom': 245, 'width': 1922, 'height': 36} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0086 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 215, 'top': 210, 'right': 248, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0101 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 248, 'top': 210, 'right': 281, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0087 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 256, 'top': 210, 'right': 289, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0088 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 289, 'top': 210, 'right': 322, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0089 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 322, 'top': 210, 'right': 355, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0095 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 355, 'top': 210, 'right': 388, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0090 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 363, 'top': 210, 'right': 402, 'bottom': 243, 'width': 39, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0096 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 396, 'top': 210, 'right': 429, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0091 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 402, 'top': 210, 'right': 441, 'bottom': 243, 'width': 39, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0097 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 429, 'top': 210, 'right': 462, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0092 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 441, 'top': 210, 'right': 480, 'bottom': 243, 'width': 39, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0098 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 462, 'top': 210, 'right': 495, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0093 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 488, 'top': 210, 'right': 521, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0099 | title='' | type='Button' | class='' | auto_id='' | rect={'left': 495, 'top': 210, 'right': 528, 'bottom': 243, 'width': 33, 'height': 33} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title=''
seq=0007 | title='' | type='Tree' | class='SysTreeView32' | auto_id='1' | rect={'left': 2222, 'top': 240, 'right': 2422, 'bottom': 1492, 'width': 200, 'height': 1252} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title='Bridge Tree View'
seq=0018 | title='' | type='ComboBox' | class='ComboBox' | auto_id='1' | rect={'left': 2426, 'top': 240, 'right': 2560, 'bottom': 268, 'width': 134, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title='Bridge Properties'
seq=0013 | title='Bridge 1' | type='TreeItem' | class='' | auto_id='' | rect={'left': 2284, 'top': 241, 'right': 2359, 'bottom': 269, 'width': 75, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='Tree' | parent_title=''
seq=0020 | title='Open' | type='Button' | class='' | auto_id='DropDown' | rect={'left': 2535, 'top': 241, 'right': 2559, 'bottom': 267, 'width': 24, 'height': 26} | visible=True | enabled=True | source='leap_descendant' | parent_type='ComboBox' | parent_title=''
seq=0022 | title='Header Control' | type='Header' | class='SysHeader32' | auto_id='Header' | rect={'left': 2426, 'top': 268, 'right': 2560, 'bottom': 296, 'width': 134, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='List' | parent_title='PropertyList'
seq=0023 | title='Property' | type='HeaderItem' | class='' | auto_id='HeaderItem 0' | rect={'left': 2426, 'top': 268, 'right': 2495, 'bottom': 296, 'width': 69, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='Header' | parent_title='Header Control'
seq=0021 | title='PropertyList' | type='List' | class='Afx:PropList:ecf30000:8:10003:10' | auto_id='2' | rect={'left': 2426, 'top': 268, 'right': 2560, 'bottom': 1492, 'width': 134, 'height': 1224} | visible=True | enabled=True | source='leap_descendant' | parent_type='Pane' | parent_title='Bridge Properties'
seq=0024 | title='Value' | type='HeaderItem' | class='' | auto_id='HeaderItem 1' | rect={'left': 2495, 'top': 268, 'right': 2639, 'bottom': 296, 'width': 144, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='Header' | parent_title='Header Control'
seq=0014 | title='Superstructure' | type='TreeItem' | class='' | auto_id='' | rect={'left': 2303, 'top': 269, 'right': 2421, 'bottom': 297, 'width': 118, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='TreeItem' | parent_title='Bridge 1'
seq=0015 | title='Substructure' | type='TreeItem' | class='' | auto_id='' | rect={'left': 2303, 'top': 297, 'right': 2407, 'bottom': 325, 'width': 104, 'height': 28} | visible=True | enabled=True | source='leap_descendant' | parent_type='TreeItem' | parent_title='Bridge 1'
